No,Answer Granularity,PIC,Question,Answer,Law,Chapter,Article,Subsection,Letter (1st level)
,Ayat,Ridea,Kapan pengawasan terhadap penyelenggaraan penempatan dan perlindungan TKI di luar negeri dilakukan?,"Pengawasan terhadap penyelenggaraan penempatan dan perlindungan TKI di luar negeri sebagaimana dimaksud pada ayat (1) dilaksanakan mulai dari prapenempatan, masa penempatan, sampai dengan purnapenempatan.",PP 4/2015,1,2,2,
,Ayat,Ridea,Siapa yang melakukan pengawasan penyelenggaraan penempatan perlindungan TKI di luar negeri selama masa penempatan?,Pengawasan terhadap penyelenggaraan penempatan dan perlindungan TKI di luar negeri selama masa penempatan dilaksanakan oleh Perwakilan di negara tujuan penempatan.,PP 4/2015,1,2,4,
,Ayat,Ridea,Siapa yang melakukan pengawasan penyelenggaraan penempatan perlindungan TKI di luar negeri selama masa penempatan jika perwakilan tidak dapat melakukannya?,"Apabila Perwakilan tidak dapat melaksanakan pengawasan terhadap penyelenggaraan penempatan dan perlindungan TKI selama masa penempatan di suatu negara atau wilayah di luar negeri, pengawasan dilaksanakan oleh pejabat yang ditunjuk oleh menteri yang menyelenggarakan urusan pemerintahan di bidang hubungan luar negeri dan politik luar negeri.",PP 4/2015,1,2,5,
,Ayat,Ridea,Apa yang menjadi dasar pelaksanaan pengawasan terhadap penyelenggaraan penempatan dan perlindungan TKI di luar negeri pada prapenempatan dan purnapenempatan?,Pelaksanaan pengawasan terhadap penyelenggaraan penempatan dan perlindungan TKI di luar negeri pada prapenempatan dan purnapenempatan dilaksanakan berdasarkan rencana kerja Pengawasan Ketenagakerjaan.,PP 4/2015,3,10,1,
,Ayat,Ridea,Siapa yang menyusun rencana kerja pengawasan ketenagakerjaan?,Rencana kerja Pengawasan Ketenagakerjaan sebagaimana dimaksud pada ayat (1) disusun oleh unit kerja Pengawasan Ketenagakerjaan dan Pengawas Ketenagakerjaan.,PP 4/2015,3,10,2,
,Ayat,Ridea,Apa saja tahapan dalam pelaksanaan pengawasan terhadap penyelenggaraan penempatan dan perlindungan TKI di luar negeri pada prapenempatan dan purnapenempatan?,"Pengawasan terhadap penyelenggaraan penempatan dan perlindungan TKI di luar negeri pada prapenempatan dan purnapenempatan dilaksanakan melalui tahapan:
a. preventif edukatif;
b. represif non yustisia; dan/atau
c. represif yustisia.",PP 4/2015,3,11,1,
,Pasal,Ridea,Kepada siapa hasil pelaksanaan pengawasan terhadap pelaksanaan penempatan dan perlindungan TKI di luar negeri dilaporkan oleh instansi yang bertanggung jawab di bidang ketenagakerjaan di setiap jenjang?,"Instansi yang bertanggung jawab di bidang ketenagakerjaan pada pemerintah daerah provinsi dan pemerintah daerah kabupaten/kota wajib melaporkan hasil pelaksanaan pengawasan terhadap pelaksanaan penempatan dan perlindungan TKI di luar negeri yang ada di daerahnya sesuai dengan tugas, fungsi, dan wewenangnya kepada Menteri secara berjenjang.",PP 4/2015,4,15,,
,Ayat,Ridea,Kepada siapa laporan pelaksanaan pengawasan penyelenggaraan penempatan dan perlindungan TKI di luar negeri yang dilakukan oleh unit kerja yang berwenang pada pemerintah daerah kabupaten/kota disampaikan?,Unit Kerja Pengawasan Ketenagakerjaan pada Instansi yang Lingkup Tugas dan Tanggung Jawabnya di Bidang Ketenagakerjaan pada pemerintah daerah kabupaten/kota menyampaikan laporan pelaksanaan pengawasan penyelenggaraan penempatan dan perlindungan TKI di luar negeri kepada Unit Kerja Pengawasan Ketenagakerjaan pada Instansi yang Lingkup Tugas dan Tanggung Jawabnya di Bidang Ketenagakerjaan pada pemerintah daerah provinsi.,PP 4/2015,4,16,1,
,Ayat,Ridea,Kepada siapa laporan pelaksanaan pengawasan penyelenggaraan penempatan dan perlindungan TKI di luar negeri yang dilakukan oleh unit kerja yang berwenang pada pemerintah daerah provinsi disampaikan?,Unit Kerja Pengawasan Ketenagakerjaan pada Instansi yang Lingkup Tugas dan Tanggung Jawabnya di Bidang Ketenagakerjaan pada pemerintah daerah provinsi menyampaikan laporan pelaksanaan pengawasan penyelenggaraan penempatan dan perlindungan TKI di luar negeri kepada Unit Kerja Pengawasan Ketenagakerjaan pada Instansi yang Lingkup Tugas dan Tanggung Jawabnya di Bidang Ketenagakerjaan pada Pemerintah Pusat.,PP 4/2015,4,16,2,
,Ayat,Ridea,Kepada siapa laporan pelaksanaan pengawasan penyelenggaraan penempatan dan perlindungan TKI di luar negeri yang dilakukan oleh unit kerja yang berwenang pada pemerintah pusat disampaikan?,Unit Kerja Pengawasan Ketenagakerjaan pada Instansi yang Lingkup Tugas dan Tanggung Jawabnya di Bidang Ketenagakerjaan pada Pemerintah Pusat menyampaikan laporan pelaksanaan pengawasan penyelenggaraan penempatan dan perlindungan TKI di luar negeri kepada Menteri.,PP 4/2015,4,16,3,
,Ayat,Ridea,Kepada siapa laporan pelaksanaan pengawasan penyelenggaraan penempatan dan perlindungan TKI di negera penempatan yang dilakukan oleh perwakilan di negara penempatan disampaikan?,Perwakilan di negara penempatan menyampaikan laporan atas pelaksanaan pengawasan penyelenggaraan penempatan dan perlindungan TKI di negara penempatan kepada menteri yang menyelenggarakan urusan pemerintahan di bidang hubungan luar negeri dan politik luar negeri dan Menteri.,PP 4/2015,4,16,4,
,Ayat,Ridea,Siapa yang diberikan pembinaan pengawasan penyelenggaraan penempatan dan perlindungan TKI di luar negeri oleh menteri?,Menteri melakukan pembinaan pengawasan penyelenggaraan penempatan dan perlindungan TKI di luar negeri kepada Unit Kerja Pengawasan Ketenagakerjaan pada Instansi yang Lingkup Tugas dan Tanggung Jawabnya di Bidang Ketenagakerjaan pada pemerintah daerah provinsi dan pemerintah daerah kabupaten/kota.,PP 4/2015,5,17,1,
,Ayat,Ridea,Siapa yang memberikan pembinaan pengawasan penyelenggaraan penempatan dan perlindungan TKI di luar negeri selain menteri?,"Dalam melakukan pembinaan Terhadap Unit Kerja Pengawasan Ketenagakerjaan pada Instansi yang Lingkup Tugas dan Tanggung Jawabnya di Bidang Ketenagakerjaan pada pemerintah daerah kabupaten/kota sebagaimana dimaksud pada ayat (1), Menteri dapat melimpahkan pelaksanaannya kepada Gubernur sesuai dengan ketentuan peraturan perundang-undangan.",PP 4/2015,5,17,2,
,Ayat,Ridea,Siapa yang melakukan pembinaan terhadap pelaksanaan pengawasan selama masa penempatan kepada perwakilan di negara penempatan?,Pembinaan terhadap pelaksanaan pengawasan selama masa penempatan oleh Perwakilan dilakukan oleh menteri yang menyelenggarakan urusan pemerintahan di bidang hubungan luar negeri dan politik luar negeri dan Menteri.,PP 4/2015,5,17,3,
,Huruf,Ridea,Apa yang dimaksud dengan calon TKI?,Calon Tenaga Kerja Indonesia yang selanjutnya disebut calon TKI adalah setiap warga negara Indonesia yang memenuhi syarat sebagai pencari kerja yang akan bekerja di luar negeri dan terdaftar di instansi pemerintah kabupaten/kota yang bertanggung jawab di bidang ketenagakerjaan.,PP 4/2015,1,1,,1
,Huruf,Ridea,Apa yang dimaksud dengan TKI?,Tenaga Kerja Indonesia yang selanjutnya disebut dengan TKI adalah setiap warga negara Indonesia yang memenuhi syarat untuk bekerja di luar negeri dalam hubungan kerja untuk jangka waktu tertentu dengan menerima upah.,PP 4/2015,1,1,,2
,Huruf,Ridea,Apa yang dimaksud dengan penempatan TKI?,"Penempatan TKI adalah kegiatan pelayanan untuk mempertemukan TKI sesuai bakat, minat, dan kemampuannya dengan pemberi kerja di luar negeri yang meliputi keseluruhan proses perekrutan, pengurusan dokumen, pendidikan dan pelatihan, penampungan, persiapan pemberangkatan, pemberangkatan sampai ke negara tujuan dan pemulangan dari negara tujuan.",PP 4/2015,1,1,,3
,Huruf,Ridea,Apa yang dimaksud dengan PPTKIS?,Pelaksana penempatan TKI Swasta yang selanjutnya disebut dengan PPTKIS adalah badan hukum yang telah memperoleh izin tertulis dari Pemerintah untuk menyelenggarakan pelayanan penempatan TKI di luar negeri.,PP 4/2015,1,1,,4
,Huruf,Ridea,Apa yang dimaksud dengan perlindungan TKI?,"Perlindungan TKI adalah segala upaya untuk melindungi kepentingan calon TKI/TKI dalam mewujudkan terjaminnya pemenuhan hak-haknya sesuai dengan peraturan perundang-undangan, baik sebelum, selama, maupun sesudah bekerja.",PP 4/2015,1,1,,5
,Huruf,Ridea,Apa yang dimaksud dengan perjanjian kerja sama penempatan?,Perjanjian Kerja Sama Penempatan adalah perjanjian tertulis antara PPTKIS dengan mitra usaha atau pengguna yang memuat hak dan kewajiban masing-masing pihak dalam rangka penempatan serta perlindungan TKI di negara tujuan.,PP 4/2015,1,1,,6
,Huruf,Ridea,Apa yang dimaksud dengan perjanjian penempatan TKI?,Perjanjian Penempatan TKI adalah perjanjian tertulis antara PPTKIS dengan calon TKI yang memuat hak dan kewajiban masing-masing pihak dalam rangka penempatan TKI di negara tujuan sesuai dengan peraturan perundang-undangan.,PP 4/2015,1,1,,7
,Huruf,Ridea,Apa yang dimaksud dengan perjanjian kerja?,"Perjanjian Kerja adalah perjanjian tertulis antara TKI dengan pengguna yang memuat syarat-syarat kerja, hak dan kewajiban masing-masing pihak.",PP 4/2015,1,1,,8
,Huruf,Ridea,Apa yang dimaksud dengan KTKLN?,Kartu Tenaga Kerja Luar Negeri yang selanjutnya disingkat KTKLN adalah kartu identitas bagi TKI yang memenuhi persyaratan dan prosedur untuk bekerja di luar negeri.,PP 4/2015,1,1,,9
,Huruf,Ridea,Apa yang dimaksud dengan SIPPTKI?,Surat Izin Pelaksana Penempatan TKI yang selanjutnya disingkat SIPPTKI adalah izin tertulis yang diberikan oleh Menteri kepada perusahaan yang akan menjadi PPTKIS.,PP 4/2015,1,1,,10
,Huruf,Ridea,Apa yang dimaksud dengan SIP?,"Surat Izin Pengerahan yang selanjutnya disingkat SIP adalah izin yang diberikan Pemerintah kepada PPTKIS untuk merekrut calon TKI dari daerah tertentu, untuk jabatan tertentu, dan untuk dipekerjakan kepada calon pengguna tertentu dalam jangka waktu tertentu.",PP 4/2015,1,1,,11
,Huruf,Ridea,Apa yang dimaksud dengan PAP?,"Pembekalan Akhir Pemberangkatan yang selanjutnya disingkat PAP adalah kegiatan pemberian pembekalan atau informasi kepada calon TKI yang akan berangkat bekerja ke luar negeri agar calon TKI mempunyai kesiapan mental dan pengetahuan untuk bekerja di luar negeri, memahami hak dan kewajibannya serta dapat mengatasi masalah yang akan dihadapi.",PP 4/2015,1,1,,12
,Huruf,Ridea,Apa yang dimaksud dengan pengguna jasa TKI?,"Pengguna jasa TKI yang selanjutnya disebut dengan Pengguna adalah instansi Pemerintah, badan Hukum Pemerintah, Badan Hukum Swasta dan/atau Perseorangan di negara tujuan yang mempekerjakan TKI.",PP 4/2015,1,1,,13
,Huruf,Ridea,Apa yang dimaksud dengan mitra usaha?,Mitra Usaha adalah instansi atau badan usaha berbentuk badan hukum di negara tujuan yang bertanggung jawab menempatkan TKI pada Pengguna.,PP 4/2015,1,1,,14
,Huruf,Ridea,Apa yang dimaksud dengan pengawasan ketenagakerjaan?,Pengawasan Ketenagakerjaan adalah kegiatan mengawasi dan menegakkan pelaksanaan peraturan perundang-undangan di bidang ketenagakerjaan.,PP 4/2015,1,1,,15
,Huruf,Ridea,Apa yang dimaksud dengan pegawai Pengawas Ketenagakerjaan?,Pegawai Pengawas Ketenagakerjaan yang selanjutnya disebut Pengawas Ketenagakerjaan adalah Pegawai Negeri Sipil yang diangkat dan ditugaskan dalam jabatan fungsional pengawas ketenagakerjaan sesuai dengan ketentuan peraturan perundang-undangan.,PP 4/2015,1,1,,16
,Huruf,Ridea,Apa yang dimaksud dengan penyidikan?,"Penyidikan adalah serangkaian tindakan Pegawai Pengawas Ketenagakerjaan selaku Penyidik Pegawai Negeri Sipil dalam hal dan menurut cara yang diatur dalam peraturan perundangan-undangan, untuk mencari serta mengumpulkan bukti, yang dengan bukti itu membuat terang tentang tindak pidana yang terjadi dan guna menemukan tersangkanya.",PP 4/2015,1,1,,17
,Huruf,Ridea,Apa yang dimaksud dengan Unit Kerja Pengawasan Ketenagakerjaan pada Instansi yang Lingkup Tugas dan Tanggung Jawabnya di Bidang Ketenagakerjaan pada Pemerintah Pusat?,Unit Kerja Pengawasan Ketenagakerjaan pada Instansi yang Lingkup Tugas dan Tanggung Jawabnya di Bidang Ketenagakerjaan pada Pemerintah Pusat adalah unit kerja pengawasan ketenagakerjaan pada kementerian yang menyelenggarakan urusan pemerintahan di bidang ketenagakerjaan sesuai dengan ketentuan peraturan perundang-undangan.,PP 4/2015,1,1,,18
,Huruf,Ridea,Apa yang dimaksud dengan Unit Kerja Pengawasan Ketenagakerjaan pada Instansi yang Lingkup Tugas dan Tanggung Jawabnya di Bidang Ketenagakerjaan pada Pemerintah Daerah Provinsi?,Unit Kerja Pengawasan Ketenagakerjaan pada Instansi yang Lingkup Tugas dan Tanggung Jawabnya di Bidang Ketenagakerjaan pada pemerintah daerah provinsi adalah unit kerja pengawasan ketenagakerjaan pada Satuan Kerja Perangkat Daerah Provinsi yang menangani urusan di bidang ketenagakerjaan sesuai dengan ketentuan peraturan perundang-undangan.,PP 4/2015,1,1,,19
,Huruf,Ridea,Apa yang dimaksud dengan Unit Kerja Pengawasan Ketenagakerjaan pada Instansi yang Lingkup Tugas dan Tanggung Jawabnya di Bidang Ketenagakerjaan pada Pemerintah Daerah Kabupaten/Kota?,Unit Kerja Pengawasan Ketenagakerjaan pada Instansi yang Lingkup Tugas dan Tanggung Jawabnya di Bidang Ketenagakerjaan pada pemerintah daerah kabupaten/kota adalah unit kerja pengawasan ketenagakerjaan pada Satuan Kerja Perangkat Daerah Kabupaten/Kota yang menangani urusan di bidang ketenagakerjaan sesuai dengan ketentuan peraturan perundang-undangan.,PP 4/2015,1,1,,20
,Huruf,Ridea,Apa yang dimaksud dengan Perwakilan Republik Indonesia di luar negeri?,"Perwakilan Republik Indonesia di luar negeri yang selanjutnya disebut Perwakilan adalah Perwakilan Diplomatik dan Perwakilan Konsuler Republik Indonesia yang secara resmi mewakili dan memperjuangkan kepentingan bangsa, negara dan Pemerintah Republik Indonesia secara keseluruhan di negara penerima atau pada organisasi internasional.",PP 4/2015,1,1,,21
,Huruf,Ridea,Apa saja yang termasuk dalam pengawasan pada prapenempatan?,"Prapenempatan
1. SIPPTKI;
2. kantor cabang PPTKIS;
3. SIP;
4. perekrutan dan seleksi;
5. pendidikan dan pelatihan calon TKI;
6. uji kompetensi calon TKI;
7. pemeriksaan kesehatan dan psikologi;
8. standar tempat penampungan;
9. asuransi TKI;
10. perjanjian penempatan TKI;
11. pembiayaan penempatan TKI di luar negeri;
12. PAP;
13. Perjanjian Kerja;
14. Perjanjian Kerja Sama penempatan;
15. mitra usaha;
16. penempatan TKI oleh perusahaan untuk kepentingan perusahaan sendiri;
17. KTKLN; dan/atau
18. dokumen terkait penerapan norma ketenagakerjaan di PPTKIS.",PP 4/2015,1,4,1,a
,Huruf,Ridea,Apa saja yang termasuk dalam pengawasan pada purnapenempatan?,"Purnapenempatan
1. proses pemulangan TKI ke daerah asal; dan/atau
2. penyelesaian masalah TKI.",PP 4/2015,1,4,1,b
,Huruf,Ridea,Apa yang dimaksud dengan Calon Pekerja Migran Indonesia?,Calon Pekerja Migran Indonesia adalah setiap tenaga kerja Indonesia yang memenuhi syarat sebagai pencari kerja yang akan bekerja di luar negeri dan terdaftar di instansi pemerintah kabupaten/kota yang bertanggung jawab di bidang ketenagakerjaan.,PP 10/2020,1,1,,1
,Huruf,Ridea,Apa yang dimaksud dengan Pekerja Migran Indonesia?,"Pekerja Migran Indonesia adalah setiap warga negara Indonesia yang akan, sedang, atau telah melakukan pekerjaan dengan menerima upah di luar wilayah Republik Indonesia.",PP 10/2020,1,1,,2
,Huruf,Ridea,Apa yang dimaksud dengan Pemberi Kerja terkait dengan Pekerja Migran Indonesia?,"Pemberi Kerja adalah instansi pemerintah, badan hukum pemerintah, badan hukum swasta, dan/atau perseorangan di negara tujuan penempatan yang mempekerjakan Pekerja Migran Indonesia.",PP 10/2020,1,1,,3
,Huruf,Ridea,Apa yang dimaksud dengan Perjanjian Penempatan Pekerja Migran Indonesia?,"Perjanjian Penempatan Pekerja Migran Indonesia yang selanjutnya disebut Perjanjian Penempatan adalah perjanjian tertulis antara pelaksana penempatan Pekerja Migran Indonesia dan Calon Pekerja Migran Indonesia yang memuat hak dan kewajiban setiap pihak, dalam rangka penempatan Pekerja Migran Indonesia di negara tujuan penempatan sesuai dengan ketentuan peraturan perundang-undangan.",PP 10/2020,1,1,,4
,Huruf,Ridea,Apa yang dimaksud dengan Perjanjian Kerja?,"Perjanjian Kerja adalah perjanjian tertulis antara Pekerja Migran Indonesia dengan Pemberi Kerja yang memuat syarat kerja, hak, dan kewajiban setiap pihak, serta jaminan keamanan dan keselamatan selama bekerja sesuai dengan ketentuan peraturan perundang-undangan.",PP 10/2020,1,1,,5
,Huruf,Ridea,Apa yang dimaksud dengan Jaminan Sosial?,Jaminan Sosial adalah salah satu bentuk pelindungan sosial untuk menjamin seluruh rakyat agar dapat memenuhi kebutuhan dasar hidupnya yang layak.,PP 10/2020,1,1,,6
,Huruf,Ridea,Apa yang dimaksud dengan OPP?,"Orientasi Pra Pemberangkatan yang selanjutnya disingkat OPP adalah kegiatan pemberian pembekalan dan informasi kepada Calon Pekerja Migran Indonesia yang akan berangkat bekerja ke luar negeri agar Calon Pekerja Migran Indonesia memiliki kesiapan mental dan pengetahuan untuk bekerja di luar negeri, memahami hak dan kewajibannya serta dapat mengatasi masalah yang akan dihadapi.",PP 10/2020,1,1,,7
,Huruf,Ridea,Apa yang dimaksud dengan LTSA Pekerja Migran Indonesia?,"Layanan Terpadu Satu Atap Penempatan dan Pelindungan Pekerja Migran Indonesia yang selanjutnya disebut LTSA Pekerja Migran Indonesia adalah sistem layanan pemberian informasi, pemenuhan persyaratan, dan penanganan permasalahan Pekerja Migran Indonesia yang terintegrasi dalam pelayanan publik yang murah, mudah, dan cepat tanpa diskriminasi.",PP 10/2020,1,1,,8
,Huruf,Ridea,Apa yang dimaksud dengan Sisko P2MI?,Sistem Komputerisasi Pelindungan Pekerja Migran Indonesia yang selanjutnya disebut Sisko P2MI adalah sistem pelayanan administrasi penempatan Pekerja Migran Indonesia.,PP 10/2020,1,1,,9
,Huruf,Ridea,Apa yang dimaksud dengan Sisnaker?,"Sistem Informasi Ketenagakerjaan Terpadu yang selanjutnya disebut Sisnaker adalah kesatuan komponen yang terdiri atas lembaga, sumber daya manusia, perangkat keras, perangkat lunak, dan substansi yang terkait satu sama lain dalam satu mekanisme kerja pengelolaan data dan informasi yang terpadu bidang ketenagakerjaan.",PP 10/2020,1,1,,10
,Huruf,Ridea,Apa yang dimaksud dengan Portal Peduli WNI?,Portal Peduli Warga Negara Indonesia yang selanjutnya disebut Portal Peduli WNI adalah sistem teknologi informasi dan komunikasi yang bertujuan untuk memfasilitasi seluruh pelayanan dan pelindungan bagi warga negara Indonesia di luar negeri yang dilakukan oleh Perwakilan Republik Indonesia di luar negeri.,PP 10/2020,1,1,,11
,Huruf,Ridea,Apa yang dimaksud dengan Atase Ketenagakerjaan?,Atase Ketenagakerjaan adalah pegawai negeri sipil pada kementerian yang menyelenggarakan urusan pemerintahan di bidang ketenagakerjaan yang ditempatkan pada perwakilan diplomatik tertentu yang proses penugasannya berdasarkan ketentuan peraturan perundang-undangan untuk melaksanakan tugas di bidang ketenagakerjaan.,PP 10/2020,1,1,,12
,Huruf,Ridea,Apa yang dimaksud dengan Perwakilan RI di Luar Negeri?,"Perwakilan Republik Indonesia di Luar Negeri yang selanjutnya disebut Perwakilan Republik Indonesia adalah perwakilan diplomatik dan perwakilan konsuler Republik Indonesia yang secara resmi mewakili dan memperjuangkan kepentingan bangsa, negara, dan pemerintah Republik Indonesia secara keseluruhan di negara tujuan penempatan atau pada organisasi internasional.",PP 10/2020,1,1,,13
,Huruf,Ridea,Apa yang dimaksud dengan BP2MI?,Badan Pelindungan Pekerja Migran Indonesia yang selanjutnya disebut BP2MI adalah lembaga pemerintah nonkementerian yang bertugas sebagai pelaksana kebijakan dalam pelayanan dan pelindungan Pekerja Migran Indonesia secara terpadu.,PP 10/2020,1,1,,14
,Bab,Ridea,Bagaimana pelaksanaan penempatan PMI oleh BP2MI?,Pasal 6-32,PP 10/2020,2,,,
,Bab,Ridea,Bagaimana alur pelaporan dalam tata cara pelaksanaan penempatan PMI oleh BP2MI?,Pasal 33,PP 10/2020,3,,,
,Pasal,Ridea,Apa yang menjadi dasar dalam penempatan PMI oleh BP2MI?,"Penempatan Pekerja Migran Indonesia oleh BP2MI didasarkan:
a. kebutuhan pemerintah; dan
b. permintaan dari pemerintah negara Pemberi Kerja Pekerja Migran Indonesia atau permintaan Pemberi Kerja berbadan hukum di negara tujuan penempatan.",PP 10/2020,1,2,,
,Pasal,Ridea,Apa saja tahapan dalam penempatan pekerja Migran Indonesia oleh BP2MI?,"Penempatan Pekerja Migran Indonesia oleh BP2MI sebagaimana dimaksud dalam Pasal 2 dilakukan melalui tahapan:
a. sebelum bekerja;
b. selama bekerja; dan
c. setelah bekerja.",PP 10/2020,2,6,,
,Pasal,Ridea,Apa saja persyaratan yang harus dipenuhi oleh calon PMI yang akan bekerja ke luar negeri?,"Setiap Calon Pekerja Migran Indonesia yang akan bekerja ke luar negeri harus memenuhi persyaratan:
a. berusia minimal 18 (delapan belas) tahun;
b. memiliki kompetensi;
c. sehat jasmani dan rohani;
d. terdaftar dan memiliki nomor kepesertaan jaminan sosial; dan
e. memiliki dokumen lengkap yang dipersyaratkan.",PP 10/2020,2,8,,
,Pasal,Ridea,Apa saja tahapan sebelum bekerja yang harus dilakukan oleh Calon PMI?,"Tahapan sebelum bekerja sebagaimana dimaksud dalam Pasal 6 huruf a dilakukan melalui:
a. pemberian informasi;
b. pendaftaran;
c. seleksi;
d. pemeriksaan kesehatan dan psikologi;
e. penandatanganan perjanjian penempatan;
f. pendaftaran kepesertaan jaminan sosial;
g. pengurusan visa kerja;
h. pelaksanaan OPP;
i. penandatanganan Perjanjian Kerja; dan
j. pemberangkatan.",PP 10/2020,2,9,,
,Pasal,Ridea,Apa yang dimaksudkan dengan pemberian informasi pada Calon PMI pada tahapan sebelum bekerja?,"(1) Pemberian informasi sebagaimana dimaksud dalam Pasal 9 huruf a kepada Calon Pekerja Migran Indonesia paling sedikit berupa:
a. pasar kerja;
b. tata cara penempatan dan pelindungan; dan
c. kondisi kerja di luar negeri.
(2) Pemberian informasi sebagaimana dimaksud pada ayat (1) dilakukan secara daring atau luring.
(3) Pemberian informasi sebagaimana dimaksud pada ayat (1) dilakukan oleh BP2MI bekerja sama dengan pemerintah daerah kabupaten/kota dan pemerintah desa.",PP 10/2020,2,10,,
,Pasal,Ridea,Apa saja mekanisme pendaftaran yang harus dilalui oleh calon PMI?,"(1) Pendaftaran Calon Pekerja Migran Indonesia sebagaimana dimaksud dalam Pasal 9 huruf b dilakukan secara daring pada Sisko P2MI dengan dokumen lengkap yang dipersyaratkan.
(2) Dokumen lengkap yang dipersyaratkan sebagaimana dimaksud pada ayat (1) meliputi:
a. kartu tanda penduduk elektronik dan kartu keluarga;
b. surat keterangan status perkawinan, bagi yang telah menikah melampirkan fotokopi buku nikah;
c. surat keterangan izin suami atau istri, izin orang tua, atau izin wali yang diketahui oleh kepala desa atau lurah;
d. sertifikat kompetensi kerja;
e. surat keterangan sehat berdasarkan hasil pemeriksaan kesehatan; dan
f. kartu kepesertaan program jaminan kesehatan nasional.
(3) Pendaftaran sebagaimana dimaksud pada ayat (1) dilakukan melalui Sisko P2MI yang terintegrasi dengan Sisnaker.
(4) Pendaftaran sebagaimana dimaksud pada ayat (3) tidak dipungut biaya.",PP 10/2020,2,11,,
,Pasal,Ridea,Bagaimana mekanisme seleksi bagi calon  PMI?,"(1) Seleksi sebagaimana dimaksud dalam Pasal 9 huruf c berupa seleksi administrasi dan seleksi teknis.
(2) Seleksi sebagaimana dimaksud pada ayat (1) dilaksanakan oleh BP2MI.
(3) Seleksi administrasi sebagaimana dimaksud pada ayat (1) meliputi verifikasi dokumen sebagaimana dimaksud dalam Pasal 11 ayat (2).
(4) Seleksi teknis sebagaimana dimaksud pada ayat (1) dilaksanakan sesuai dengan permintaan pemerintah negara Pemberi Kerja Pekerja Migran Indonesia atau Pemberi Kerja berbadan hukum di negara tujuan penempatan.
(5) Dalam melaksanakan seleksi teknis sebagaimana dimaksud pada ayat (4) BP2MI dapat mengikutsertakan pemerintah negara Pemberi Kerja Pekerja Migran Indonesia atau Pemberi Kerja berbadan hukum di negara tujuan penempatan.",PP 10/2020,2,12,,
,Pasal,Ridea,Siapa yang mengumumkan hasil lulus seleksi calon PMI?,Calon Pekerja Migran Indonesia yang telah dinyatakan lulus seleksi sebagaimana dimaksud dalam Pasal 12 diumumkan oleh BP2MI secara daring.,PP 10/2020,2,13,,
,Pasal,Ridea,Dengan cara apakah hasil pengumuman seleksi calon PMI dilakukan?,Calon Pekerja Migran Indonesia yang telah dinyatakan lulus seleksi sebagaimana dimaksud dalam Pasal 12 diumumkan oleh BP2MI secara daring.,PP 10/2020,2,13,,
,Pasal,Ridea,Bagaimana mekanisme selanjutnya yang harus dilalui oleh calon PMI yang telah lulus seleksi?,"(1) Calon Pekerja Migran Indonesia yang telah lulus seleksi sebagaimana dimaksud dalam Pasal 13 harus melakukan pemeriksaan kesehatan dan psikologi sebagaimana dimaksud dalam Pasal 9 huruf d.
(2) Pemeriksaan kesehatan Calon Pekerja Migran Indonesia sebagaimana dimaksud pada ayat (1) dilaksanakan di fasilitas pelayanan kesehatan sesuai dengan ketentuan peraturan perundang-undangan.
(3) Pemeriksaan psikologi sebagaimana dimaksud pada ayat (1) dilaksanakan di lembaga psikologi sesuai dengan ketentuan peraturan perundang-undangan.",PP 10/2020,2,14,,
,Pasal,Ridea,Apa yang harus dimiliki oleh calon PMI yang telah dinyatakan lulus seleksi?,Bagi calon Pekerja Migran Indonesia yang telah dinyatakan lulus seleksi sebagaimana dimaksud dalam Pasal 13 harus memiliki paspor sesuai dengan ketentuan peraturan perundang-undangan.,PP 10/2020,2,15,,
,Pasal,Ridea,Bagaimana mekanisme penandatanganan perjanjian penempatan oleh calon PMI?,"(1) Calon Pekerja Migran Indonesia yang telah lulus seleksi, memiliki hasil pemeriksaan kesehatan dan psikologi serta memiliki paspor sebagaimana dimaksud dalam Pasal 13, Pasal 14, dan Pasal 15 harus menandatangani Perjanjian Penempatan.
2) Perjanjian Penempatan sebagaimana dimaksud pada ayat (1) ditandatangani oleh BP2MI dan Calon Pekerja Migran Indonesia.
(3) Ketentuan lebih lanjut mengenai Perjanjian Penempatan sebagaimana dimaksud pada ayat (1) diatur dengan Peraturan BP2MI.",PP 10/2020,2,16,,
,Pasal,Ridea,Apa tahapan selanjutnya yang harus diikuti oleh calon PMI yang telah menandatangani perjanjian penempatan?,Calon Pekerja Migran Indonesia yang telah menandatangani Perjanjian Penempatan harus mengikuti program jaminan sosial ketenagakerjaan sebelum bekerja.,PP 10/2020,2,17,,
,Pasal,Ridea,Siapa yang memfasilitasi proses pengurusan visa kerja calon PMI?,BP2MI memfasilitasi proses pengurusan visa kerja sesuai dengan ketentuan negara tujuan penempatan.,PP 10/2020,2,18,,
,Pasal,Ridea,Program apakah yang harus diikuti oleh PMI yang telah memiliki visa kerja?,Pekerja Migran Indonesia yang telah memiliki visa kerja harus mengikuti program jaminan sosial ketenagakerjaan selama bekerja dan setelah bekerja.,PP 10/2020,2,19,,
